esm,scenario,center_year,rows,rho|tmean_c|log_precip,rho|tmean_c|wet_logit,rho|tmean_c|cdd_logit,rho|tmean_c|rx5_share_logit,rho|tmean_c|rx1_given_rx5_logit,rho|tmean_c|stage_alr1,rho|tmean_c|stage_alr2,rho|log_precip|wet_logit,rho|log_precip|cdd_logit,rho|log_precip|rx5_share_logit,rho|log_precip|rx1_given_rx5_logit,rho|log_precip|stage_alr1,rho|log_precip|stage_alr2,rho|wet_logit|cdd_logit,rho|wet_logit|rx5_share_logit,rho|wet_logit|rx1_given_rx5_logit,rho|wet_logit|stage_alr1,rho|wet_logit|stage_alr2,rho|cdd_logit|rx5_share_logit,rho|cdd_logit|rx1_given_rx5_logit,rho|cdd_logit|stage_alr1,rho|cdd_logit|stage_alr2,rho|rx5_share_logit|rx1_given_rx5_logit,rho|rx5_share_logit|stage_alr1,rho|rx5_share_logit|stage_alr2,rho|rx1_given_rx5_logit|stage_alr1,rho|rx1_given_rx5_logit|stage_alr2,rho|stage_alr1|stage_alr2
GFDL-ESM4,ssp370,2044,7676,-0.269582172008313,-0.216769388489676,0.33056626381207,0.518537959789686,0.323232683708884,0.21481282925575,0.129170072371036,0.919781908748373,-0.933756138684252,-0.86102161324737,-0.239924245603425,-0.0472227934662909,0.129589574040589,-0.924357072514588,-0.837330682872004,-0.331629205656108,0.0287214605648411,0.220577839807893,0.917486669731391,0.214694530970986,0.129213855886317,-0.147362970700427,0.329572917779731,0.0406234292919893,-0.156087519829788,-0.332287938230478,-0.271328371256186,0.645906188471096
GFDL-ESM4,ssp370,2045,7676,-0.26735674088712,-0.213634652640192,0.325223971133584,0.518779692999148,0.318410770237937,0.214631528845289,0.115946119228544,0.919339307372938,-0.934390080054359,-0.861436214619293,-0.238421682637474,-0.0436068731658172,0.143040182705516,-0.92352737708682,-0.834647262502898,-0.340017163529833,0.0301126866854191,0.231814976239302,0.914756702282572,0.220279793657135,0.125548784986992,-0.162081312665709,0.329816125887645,0.0359937348943759,-0.173632194861632,-0.308089448473134,-0.281491259573863,0.64080768361629
GFDL-ESM4,ssp370,2046,7676,-0.262975463815097,-0.212434844024278,0.327173147514108,0.520228366318054,0.327141764682562,0.208416469862568,0.111388348937851,0.917366537889704,-0.93360175509303,-0.859389768651242,-0.250858734172116,-0.0379939801974246,0.131061211176386,-0.92083049222489,-0.832813028658266,-0.355871448559308,0.0400477901519602,0.226598639934077,0.914989684826305,0.233968719981251,0.11815219636421,-0.157532706248684,0.346903567508322,0.0220399245236253,-0.172064014935729,-0.288065885567798,-0.27141571364912,0.653357112989926
GFDL-ESM4,ssp370,2047,7676,-0.261013999792044,-0.211324442726704,0.329500154234593,0.519972940220717,0.332623405872274,0.203116987832011,0.118140514445686,0.91787633472273,-0.935417156140269,-0.859074394608772,-0.251909571935751,-0.0386434653234241,0.119997508531907,-0.92150060871413,-0.83079133330467,-0.364785679318932,0.0369353343725046,0.217895647667883,0.914574183058011,0.247220170322287,0.117524134619927,-0.14961384554156,0.357499388041742,0.0193755744558711,-0.160587831479341,-0.272837765297951,-0.259392197382352,0.650271553856302
GFDL-ESM4,ssp370,2048,7676,-0.261678162556554,-0.211424941375945,0.330734808837017,0.523816310020058,0.327470537526107,0.223501214968619,0.109462936330399,0.917723268086406,-0.935294818278059,-0.85885772254265,-0.266126433625737,-0.0483879539003755,0.126345294203747,-0.919904959689443,-0.829548728392652,-0.380081798849189,0.0291689232718268,0.223834890585945,0.912613976248616,0.254987059000539,0.130527422014787,-0.154355157141731,0.361573094353267,0.0321678980962847,-0.161998357907694,-0.260893714571693,-0.260423106831078,0.641402610321501
GFDL-ESM4,ssp370,2049,7676,-0.260453686128328,-0.208316795674175,0.328803592838556,0.525628448823969,0.322168067268203,0.225216314687069,0.120243101358576,0.918000828257946,-0.9362507344147,-0.854913764154561,-0.269605301189245,-0.0469085713831227,0.132413903840056,-0.921082501511595,-0.826636375746045,-0.381321749519608,0.0282729020762666,0.226692545696937,0.910469017921409,0.25985287604575,0.123969464699328,-0.15837449522914,0.364705413225476,0.025964118536184,-0.167980347330205,-0.260050855074145,-0.250290509112988,0.64618330670751
GFDL-ESM4,ssp585,2042,7676,-0.253837259814535,-0.198680346682686,0.297655389441245,0.512788937404605,0.291128979440399,0.245773242582447,0.152794264627343,0.922507216336764,-0.932045594793657,-0.855116983656445,-0.135937195944093,-0.0938998793431343,0.0639467713545129,-0.919929569068339,-0.824919029417929,-0.242036762080444,-0.0194162994688464,0.170160385078162,0.901701520287194,0.0793043442504089,0.190120779537299,-0.0713433949285332,0.211138393034814,0.0902863713119103,-0.0991122631528472,-0.334893912145435,-0.27504891548556,0.67060817883416
GFDL-ESM4,ssp585,2043,7676,-0.259585332727978,-0.206515736437379,0.304103015002857,0.517295357197139,0.287151974205928,0.244720026628827,0.150771847851188,0.921923423675795,-0.932729872692926,-0.85441279547577,-0.150884209695989,-0.0955248500606726,0.0632360530424127,-0.920334203755695,-0.824974687878016,-0.26087621757509,-0.020940267554201,0.168111094304717,0.900274582884911,0.0917188885078675,0.193761086890727,-0.0645511631194587,0.221726435853046,0.0893923168922355,-0.0994708920372117,-0.337124793287402,-0.269750239710845,0.680045003176373
GFDL-ESM4,ssp585,2044,7676,-0.260473348931226,-0.205406317281145,0.302587800026867,0.519084591683105,0.276736422350092,0.252641257021593,0.144793086837256,0.920029605725952,-0.933086898709786,-0.851773103022801,-0.171608530219102,-0.0964528441170816,0.0689559904066307,-0.918047102840856,-0.818682517887204,-0.285016429260268,-0.0222929911555195,0.176742936422872,0.898505114683676,0.108124174665172,0.19262577101456,-0.0674712289124495,0.231224706989562,0.0938548844300969,-0.100078962117693,-0.346737903395215,-0.275909218223882,0.678610986137507
GFDL-ESM4,ssp585,2045,7676,-0.262410585726713,-0.20779353149972,0.303798843184478,0.52499759328704,0.270321238793986,0.249729011889868,0.154462606819143,0.920256299671267,-0.930970733111394,-0.849774715754241,-0.179017437453144,-0.107339826585495,0.0552610423828381,-0.917187708582226,-0.817397053141308,-0.288828403600326,-0.0330890699129438,0.167120653245641,0.896856265818584,0.105170177251448,0.206528265782601,-0.0557250216801967,0.229749731109682,0.108353244325789,-0.0834852663602834,-0.355229814424124,-0.270459310939269,0.682162070990101
GFDL-ESM4,ssp585,2046,7676,-0.267912425982522,-0.213661834801272,0.316068694865958,0.529839262362384,0.250999698643326,0.258484220196203,0.165551457206907,0.921690225894215,-0.932854124293846,-0.848595951531414,-0.193337507664763,-0.095809657117124,0.06209957766555,-0.919684573064991,-0.817157555105188,-0.30107462555258,-0.0260235595737978,0.167853287985152,0.899560669503347,0.119818786694255,0.190356673479988,-0.0650644595397856,0.226794096257203,0.10669620222491,-0.0809380713066527,-0.338072544799314,-0.25450391004464,0.688208501644048
GFDL-ESM4,ssp585,2047,7676,-0.269919992448307,-0.219406677319756,0.322409952693412,0.537405570556133,0.271033445254663,0.256168260360716,0.162742149974101,0.921336244994863,-0.933310781371997,-0.845049705324857,-0.215818180716318,-0.10079135915722,0.0624368092471235,-0.918116432965606,-0.814526703330563,-0.327992903650895,-0.0348909646424491,0.16648308757079,0.896745062393656,0.145498316043013,0.196872821988227,-0.0637456302909817,0.250188975633956,0.1063564488247,-0.0806601298194713,-0.31107476368669,-0.237027266288031,0.68786533473745
