esm_id,member_id,scenario,variable,start_year,end_year,dataset_id,file_id,file_name,version,size_bytes,sha512,file_url,rights,public,restricted
mpi-esm1-2-hr,r1i1p1f1,ssp370,pr,2041,2050,acb43507-b914-4028-aa15-67a7f51fa14e,2a12cddd-188d-4b20-88e1-7329981aaa3f,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,20210512,2100658933,e27d65356a56b5479ef064c0a433b7340066b4d42a46bfa7a0357f351ca5f1b052aa4f6270b203b4283d2e11bfa44ffd33287338ec0382969ac87f857a460149,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp370,pr,2091,2100,acb43507-b914-4028-aa15-67a7f51fa14e,ea0507e8-3f21-4dc7-b0b3-0c888fdb9ec8,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,20210512,2101544360,0b1cceaa9786b24075d47725bbfe377ea3db6cd030afd75ebc2962f566eaa11c5ce4e3e50ae4b9c3576abbd45c036331d80a9553c8fb05bc7d07f0d3051c5e94,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp370,tas,2041,2050,4f168a86-5cc5-4745-ab2a-950454a35fe5,994d678c-4b61-469c-9523-33c15d96483f,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc,20210512,2056031651,e0fef27842eb09f1776c318ebe088c90c42de5039b0a56847f891d5c3061731c1a10411b50fba2872e05bd3988960e9540ca3afd0a059303e47bfb77d69361a6,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp370,tas,2091,2100,4f168a86-5cc5-4745-ab2a-950454a35fe5,1eebb2de-d252-4952-8794-5c7d5d472ed3,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc,20210512,2053980337,83a7e0386540a362c4d310c5a0db7ad096a4c255f2f5878660235f73d176d148147bd12f6bda49f1c7c642fa585f570795581974356b187408e678ffefa11bdf,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp585,pr,2041,2050,9c04961f-4609-44b2-94bb-a33d20fc2762,ac900b5b-5888-4a88-b86e-caae0a897026,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc,20210512,2099228160,cb3fafeca870a0298153710abbf8564c95fbcabf0632f4e066f895b6a8ce4e3932adbd533eb877d20ec8b12ae95cd1ad500d708f7427d67433d1601536a19601,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp585,pr,2091,2100,9c04961f-4609-44b2-94bb-a33d20fc2762,db749cbb-ff3d-42a6-b0ea-262c894ea15e,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc,20210512,2104890800,2e44861cb56f610f3385c370841f7d7bb2493a6ce7df2c70a961fe98a0f1b046444168660029f9450b517663df6aa55feb8bba62c9d2be1d28722f8966bdc4d5,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp585,tas,2041,2050,04d01ea2-0201-4b8a-84e1-23f1f08d9d11,55dc188c-4e1f-4ff7-8193-e140dff0d6df,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_global_daily_2041_2050.nc,20210512,2056282995,6ebb7d7fc3e2e038d4e04c6eb9d8c33d6b59a2313bf6fcf777c799d8e3722d9ec06b53890a81e53ef9e678687918baa3c407a581e8202a639557f33ba0fb83aa,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_global_daily_2041_2050.nc,CC0 1.0,true,false
mpi-esm1-2-hr,r1i1p1f1,ssp585,tas,2091,2100,04d01ea2-0201-4b8a-84e1-23f1f08d9d11,2b94bc18-2138-487b-b0eb-fa79f259ff15,mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_global_daily_2091_2100.nc,20210512,2053671744,9a41f0b8e27e0748dab397a6506827a9dbde902efbebac32d2daa21054dda5b845f618e037f7171ddeaa04ca6af2b77f6f058823a8ecce1f4ef83fec01218e6a,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_global_daily_2091_2100.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp126,pr,2041,2050,a3e28029-e111-4577-b636-174a1ffc8aab,86b161e4-183c-481c-ada2-c8be816e4560,mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_global_daily_2041_2050.nc,20210512,2081538646,f13e73dd1cc5f3b06f988734c6c21e3d64ae58fd290a3309ccd67ccc67249826c7c98df2f2d9b587d0c136915613d6e2cedfc764a2f99faff2966d2e3fc4cd89,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp126,pr,2091,2100,a3e28029-e111-4577-b636-174a1ffc8aab,772cc2d3-47cb-4e15-a218-547b27b816bf,mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_global_daily_2091_2100.nc,20210512,2071171761,1847290df19e632ae7ca1ae6f39686248f5aad6c7adda28b9629315a30905630d8e823267ed4cb4013c83c4484b838f20f84f64a8956adbe5a4d6418169b8c8e,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_global_daily_2091_2100.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp126,tas,2041,2050,afb7d844-1aa4-4d63-b7a7-58d35d008036,a268a44f-2cd4-4b01-aced-0bf12c548dd4,mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc,20210512,2047282501,f515e4f63499020d407eb761597102af92382b7883b6c51af893ffb8f8bb658ae92876c15237e9960919c4db0578bfe76a2feef63ada8cf97b6a087f6f45d2f7,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp126,tas,2091,2100,afb7d844-1aa4-4d63-b7a7-58d35d008036,93117ec5-8048-4bd3-a178-b877a681e038,mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc,20210512,2048203698,ff0a5be48a3e29e21300dd8c1cb7913a8d2210a60d19d1cae4ae9a5fcc74c3a388bdb845a5729a87e233972047b41e4fcaa18fb55d0952c0cd3398d761a7bed8,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp370,pr,2041,2050,ff5d7e36-8ee9-4746-bea7-1c1450f94ee7,8d38767f-243a-41d9-83ee-968f94e473d0,mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,20210512,2085116430,41abee8140b92fe1eb2261f12ad5fcda0421a2e61a5409218e9eca642e9031da83e2283029602c2ed51ceb6e82b7f8ef358b2a5b3a863f7119a0cc4b143ed646,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp370,pr,2091,2100,ff5d7e36-8ee9-4746-bea7-1c1450f94ee7,3a68e016-3c47-4a29-b405-bfd64e7be7b1,mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,20210512,2088385443,3a16599f6358cc4b0124f4e4ee2b6e8e2a3f7965712a9a5fde3ae8b1bb19124fc43abb8625fe72a3ed0d23e0eff80784ce0c63261b307e4b4c79bc9c2bcdb0f2,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp370,tas,2041,2050,d3c56f0a-0e9d-4838-a646-9e4db398e62f,b20f60c5-525b-412f-893e-95515f9f3697,mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc,20210512,2047005354,255aa4452600c27610a185e95768fe16f0775cd050bab6751e9824d4290a1218093a058f6d0da9ce37b4f2fe4960b09952abae0e09312c45d7d5870df05a877d,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp370,tas,2091,2100,d3c56f0a-0e9d-4838-a646-9e4db398e62f,a5c1eadc-9fc8-404c-8a98-c7ea2aa0e066,mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc,20210512,2045175089,65f68b4a1e5e03ebea72fab74d2cce8e540ed05aa4dc3992ff9be9377e44f60617160848b554f11bf54e07fc95ddb60d07d65e8988f65c37bfb319f1a8aee892,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc,CC0 1.0,true,false
mri-esm2-0,r1i1p1f1,ssp585,pr,2041,2050,10f79bb9-54af-4f1e-b88f-f1b2d2bfdeca,09f6001e-5ce0-4c1a-93e3-2fb742303d4e,mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc,20210512,2091319594,1cb6ae92e5b27c8ff7216972cbafc14c4ea6449893eac5808aa07ac88cc87d924db508bbff659ffee5cda6f5c7c255e4dd8c151e1ed9c61bc02fffc856f1fcc6,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
