esm_id,member_id,scenario,variable,dataset_id,dataset_name,dataset_version,file_id,file_name,file_start_year,file_end_year,size_bytes,sha512,file_url,rights,public,restricted
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,9c631bd3-5342-4773-bfe6-5097badf1d60,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2031_2040.nc,2031,2040,2063295260,8e2e5075b3498e7305aac652dc03720b4460b90eb766376c5fe6565b6c106431991a5eabe7e6562835b765090cbaec20132b3fb01b9a5556e8345d8d6bd44c96,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2031_2040.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,c954e0ed-64d9-434e-9629-b1503854848d,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,2041,2050,2069328622,ed616c7c7d903c33cadf2a3e1580e084375723816d3538a03ad8a52df232e3630281a45b88dd2a4455c97bb780c1048245344000f9524a00e8f04d926b9610fb,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2041_2050.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,a3746f18-8256-4eb7-9089-afe8dc98f8cb,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2051_2060.nc,2051,2060,2077292371,ea023ef0195167f8a9a070acea3f5eb45c22f45c50e494d7a595eacc94d6d135ddcdc24ef6fd122b0f4522658ff51f90fabd57ba1f01bcc860c2e1c66829b4a6,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2051_2060.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,66c9f4e5-5ea1-466e-96b2-ebb099cac417,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2061_2070.nc,2061,2070,2077337924,67f135c0e1db916bcaa9f359478fe82ad87ecff770cc73a64332d36125fdbd5d4adaf0a7a00fd1765e080ece8fb5c83a3fc2b8e52427f4a27f134f38206bff18,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2061_2070.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,b2713dea-3965-49a6-bacc-010ddeddef9e,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2071_2080.nc,2071,2080,2092390320,d77225c7ae92da779c66206597574e8f32e9b22020eb33c775d37614962459f856402d44c4758606edb343c85e42982f06f10e186c935b032fa10647b76c9665,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2071_2080.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,001f334d-6686-458b-bc81-903408243e79,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2081_2090.nc,2081,2090,2081212424,8388c2a042bde27b2ddf828edbee11243a89c7c0d12393be6f5a058c50c536b6856b47f2c5bc4fc2ab27acf0a59de0198e71c4788bd0db8de03c40ef59351c31,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2081_2090.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,pr,5fe132b1-6f3e-4a9d-a613-ac3752109e03,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily,20210512,a9aa0828-9a8f-43f7-b12e-2e07bc8ccbfa,gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,2091,2100,2085164598,ab5ed0004de4b1ea4d6da1ed16f1800eedac2f1c2c8ffcc5f5bb68c084a51740fb4a579ec9c2a9d15f16231c3e6ae03d5a1297c3b0493a714174ab2bdb7059ff,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_pr_global_daily_2091_2100.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,tas,5614ea49-3a01-4fad-85d2-baea38727038,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily,20210512,494e0fba-dccc-4cfa-8617-7c29e199cdee,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc,2015,2020,1234765998,263414c4e43dfefd4c18f0e924620899c0df4d8e3a5487b8eda9cd85f99832793242d6660c2639c730f3306445306095b8db7e4fb51e2fe078afcd10b5494bc1,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,tas,5614ea49-3a01-4fad-85d2-baea38727038,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily,20210512,4090cc51-9fb9-4870-8fc4-ca7cea2f8c7a,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc,2021,2030,2053485837,a1c5c24d0b195e4647f8cae8d21db11822c1e0ca7f37ca7f14f184c501f6571a20e60c5830c4721328d5b59022dcfaed164b331ae005fc4929c66ebfd73c9212,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc,CC0 1.0,true,false
gfdl-esm4,r1i1p1f1,ssp370,tas,5614ea49-3a01-4fad-85d2-baea38727038,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily,20210512,0c682748-ad62-4596-af36-8c0e450c3528,gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc,2031,2040,2053005056,ab9881cf4647d5b8e65b44f923f041d94b4313ddd5341b197eccca57922d48bc9216492f61e679999ed3d53bfa95705f28acacb33aa7bb9014b9001bd01b6b33,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc,CC0 1.0,true,false
