esm,scenario,center_year,crop,irrigation,rows,rho|wet_logit|rx1_given_rx5_logit
MPI-ESM1-2-HR,ssp370,2046,mai,firr,686,-0.401673044334797
MPI-ESM1-2-HR,ssp370,2046,mai,noirr,686,-0.40075462961413
MPI-ESM1-2-HR,ssp370,2046,ri1,firr,686,-0.496955314186468
MPI-ESM1-2-HR,ssp370,2046,ri1,noirr,686,-0.496955314186468
MPI-ESM1-2-HR,ssp370,2046,ri2,firr,408,-0.21426208870669
MPI-ESM1-2-HR,ssp370,2046,ri2,noirr,408,-0.21426208870669
MPI-ESM1-2-HR,ssp370,2046,soy,firr,686,-0.519093359241963
MPI-ESM1-2-HR,ssp370,2046,soy,noirr,686,-0.461363788365603
MPI-ESM1-2-HR,ssp370,2046,swh,firr,686,-0.55126725082932
MPI-ESM1-2-HR,ssp370,2046,swh,noirr,686,-0.555737628792736
MPI-ESM1-2-HR,ssp370,2046,wwh,firr,686,-0.599673591503043
MPI-ESM1-2-HR,ssp370,2046,wwh,noirr,686,-0.509402844117037
MPI-ESM1-2-HR,ssp370,2047,mai,firr,686,-0.413773174402687
MPI-ESM1-2-HR,ssp370,2047,mai,noirr,686,-0.41312623411669
MPI-ESM1-2-HR,ssp370,2047,ri1,firr,686,-0.505322601190014
MPI-ESM1-2-HR,ssp370,2047,ri1,noirr,686,-0.505322601190014
MPI-ESM1-2-HR,ssp370,2047,ri2,firr,408,-0.224172059775548
MPI-ESM1-2-HR,ssp370,2047,ri2,noirr,408,-0.224172059775548
MPI-ESM1-2-HR,ssp370,2047,soy,firr,686,-0.529683565440473
MPI-ESM1-2-HR,ssp370,2047,soy,noirr,686,-0.477338737524677
MPI-ESM1-2-HR,ssp370,2047,swh,firr,686,-0.568867979996503
MPI-ESM1-2-HR,ssp370,2047,swh,noirr,686,-0.559143805863088
MPI-ESM1-2-HR,ssp370,2047,wwh,firr,686,-0.635193732098546
MPI-ESM1-2-HR,ssp370,2047,wwh,noirr,686,-0.536264464865731
MPI-ESM1-2-HR,ssp370,2048,mai,firr,686,-0.419299803018074
MPI-ESM1-2-HR,ssp370,2048,mai,noirr,686,-0.418042619049923
MPI-ESM1-2-HR,ssp370,2048,ri1,firr,686,-0.503010957287536
MPI-ESM1-2-HR,ssp370,2048,ri1,noirr,686,-0.503010957287536
MPI-ESM1-2-HR,ssp370,2048,ri2,firr,408,-0.200510536722167
MPI-ESM1-2-HR,ssp370,2048,ri2,noirr,408,-0.200510536722167
MPI-ESM1-2-HR,ssp370,2048,soy,firr,686,-0.528277353248877
MPI-ESM1-2-HR,ssp370,2048,soy,noirr,686,-0.479437569110091
MPI-ESM1-2-HR,ssp370,2048,swh,firr,686,-0.578991169658484
MPI-ESM1-2-HR,ssp370,2048,swh,noirr,686,-0.563655090298184
MPI-ESM1-2-HR,ssp370,2048,wwh,firr,686,-0.631174568468291
MPI-ESM1-2-HR,ssp370,2048,wwh,noirr,686,-0.544553130061134
MPI-ESM1-2-HR,ssp370,2049,mai,firr,686,-0.411309269848616
MPI-ESM1-2-HR,ssp370,2049,mai,noirr,686,-0.409490209061519
MPI-ESM1-2-HR,ssp370,2049,ri1,firr,686,-0.499417861626367
MPI-ESM1-2-HR,ssp370,2049,ri1,noirr,686,-0.499417861626367
MPI-ESM1-2-HR,ssp370,2049,ri2,firr,408,-0.170387082665426
MPI-ESM1-2-HR,ssp370,2049,ri2,noirr,408,-0.170387082665426
MPI-ESM1-2-HR,ssp370,2049,soy,firr,686,-0.529433750555024
MPI-ESM1-2-HR,ssp370,2049,soy,noirr,686,-0.474831865876985
MPI-ESM1-2-HR,ssp370,2049,swh,firr,686,-0.579385006246189
MPI-ESM1-2-HR,ssp370,2049,swh,noirr,686,-0.557226300137941
MPI-ESM1-2-HR,ssp370,2049,wwh,firr,686,-0.631256034733143
MPI-ESM1-2-HR,ssp370,2049,wwh,noirr,686,-0.544919605506457
MPI-ESM1-2-HR,ssp585,2042,mai,firr,686,-0.352761759495744
MPI-ESM1-2-HR,ssp585,2042,mai,noirr,686,-0.359411571091631
MPI-ESM1-2-HR,ssp585,2042,ri1,firr,686,-0.481646393545571
MPI-ESM1-2-HR,ssp585,2042,ri1,noirr,686,-0.481646393545571
MPI-ESM1-2-HR,ssp585,2042,ri2,firr,408,-0.248361836679942
MPI-ESM1-2-HR,ssp585,2042,ri2,noirr,408,-0.248361836679942
MPI-ESM1-2-HR,ssp585,2042,soy,firr,686,-0.489532379626076
MPI-ESM1-2-HR,ssp585,2042,soy,noirr,686,-0.371222393357765
MPI-ESM1-2-HR,ssp585,2042,swh,firr,686,-0.522050588879089
MPI-ESM1-2-HR,ssp585,2042,swh,noirr,686,-0.488609570272559
MPI-ESM1-2-HR,ssp585,2042,wwh,firr,686,-0.650297482503277
MPI-ESM1-2-HR,ssp585,2042,wwh,noirr,686,-0.556111499558347
MPI-ESM1-2-HR,ssp585,2043,mai,firr,686,-0.32454413042083
MPI-ESM1-2-HR,ssp585,2043,mai,noirr,686,-0.332242638015736
MPI-ESM1-2-HR,ssp585,2043,ri1,firr,686,-0.456965560220727
MPI-ESM1-2-HR,ssp585,2043,ri1,noirr,686,-0.456965560220727
MPI-ESM1-2-HR,ssp585,2043,ri2,firr,408,-0.243810439047829
MPI-ESM1-2-HR,ssp585,2043,ri2,noirr,408,-0.243810439047829
MPI-ESM1-2-HR,ssp585,2043,soy,firr,686,-0.467994488990798
MPI-ESM1-2-HR,ssp585,2043,soy,noirr,686,-0.347068647409388
MPI-ESM1-2-HR,ssp585,2043,swh,firr,686,-0.499875312848223
MPI-ESM1-2-HR,ssp585,2043,swh,noirr,686,-0.469867606620188
MPI-ESM1-2-HR,ssp585,2043,wwh,firr,686,-0.650972374558245
MPI-ESM1-2-HR,ssp585,2043,wwh,noirr,686,-0.572024470213852
MPI-ESM1-2-HR,ssp585,2044,mai,firr,686,-0.319113791308442
MPI-ESM1-2-HR,ssp585,2044,mai,noirr,686,-0.326984091966255
MPI-ESM1-2-HR,ssp585,2044,ri1,firr,686,-0.46793904132275
MPI-ESM1-2-HR,ssp585,2044,ri1,noirr,686,-0.46793904132275
MPI-ESM1-2-HR,ssp585,2044,ri2,firr,408,-0.221017178905636
MPI-ESM1-2-HR,ssp585,2044,ri2,noirr,408,-0.221017178905636
MPI-ESM1-2-HR,ssp585,2044,soy,firr,686,-0.455985218527347
MPI-ESM1-2-HR,ssp585,2044,soy,noirr,686,-0.344650172394999
MPI-ESM1-2-HR,ssp585,2044,swh,firr,686,-0.496962873970422
MPI-ESM1-2-HR,ssp585,2044,swh,noirr,686,-0.475086270887782
MPI-ESM1-2-HR,ssp585,2044,wwh,firr,686,-0.635936910207569
MPI-ESM1-2-HR,ssp585,2044,wwh,noirr,686,-0.533196648811864
MPI-ESM1-2-HR,ssp585,2045,mai,firr,686,-0.334799662007077
MPI-ESM1-2-HR,ssp585,2045,mai,noirr,686,-0.34302711322071
MPI-ESM1-2-HR,ssp585,2045,ri1,firr,686,-0.487458319938958
MPI-ESM1-2-HR,ssp585,2045,ri1,noirr,686,-0.487458319938958
MPI-ESM1-2-HR,ssp585,2045,ri2,firr,408,-0.252394337877863
MPI-ESM1-2-HR,ssp585,2045,ri2,noirr,408,-0.252394337877863
MPI-ESM1-2-HR,ssp585,2045,soy,firr,686,-0.461762801526526
MPI-ESM1-2-HR,ssp585,2045,soy,noirr,686,-0.358288559100311
MPI-ESM1-2-HR,ssp585,2045,swh,firr,686,-0.495099866814615
MPI-ESM1-2-HR,ssp585,2045,swh,noirr,686,-0.472068946015204
MPI-ESM1-2-HR,ssp585,2045,wwh,firr,686,-0.632163562098627
MPI-ESM1-2-HR,ssp585,2045,wwh,noirr,686,-0.516361728790331
MPI-ESM1-2-HR,ssp585,2046,mai,firr,686,-0.317274072923176
MPI-ESM1-2-HR,ssp585,2046,mai,noirr,686,-0.327426312113343
MPI-ESM1-2-HR,ssp585,2046,ri1,firr,686,-0.499527554787875
MPI-ESM1-2-HR,ssp585,2046,ri1,noirr,686,-0.499527554787875
MPI-ESM1-2-HR,ssp585,2046,ri2,firr,408,-0.273623355874537
MPI-ESM1-2-HR,ssp585,2046,ri2,noirr,408,-0.273623355874537
MPI-ESM1-2-HR,ssp585,2046,soy,firr,686,-0.450864477950842
MPI-ESM1-2-HR,ssp585,2046,soy,noirr,686,-0.342869488573042
MPI-ESM1-2-HR,ssp585,2046,swh,firr,686,-0.472713207706284
MPI-ESM1-2-HR,ssp585,2046,swh,noirr,686,-0.457216642051367
MPI-ESM1-2-HR,ssp585,2046,wwh,firr,686,-0.627890326292988
MPI-ESM1-2-HR,ssp585,2046,wwh,noirr,686,-0.50542411474499
MPI-ESM1-2-HR,ssp585,2047,mai,firr,686,-0.313403087942361
MPI-ESM1-2-HR,ssp585,2047,mai,noirr,686,-0.321826202886377
MPI-ESM1-2-HR,ssp585,2047,ri1,firr,686,-0.495724557089815
MPI-ESM1-2-HR,ssp585,2047,ri1,noirr,686,-0.495724557089815
MPI-ESM1-2-HR,ssp585,2047,ri2,firr,408,-0.290156849790419
MPI-ESM1-2-HR,ssp585,2047,ri2,noirr,408,-0.290156849790419
MPI-ESM1-2-HR,ssp585,2047,soy,firr,686,-0.444717555821008
MPI-ESM1-2-HR,ssp585,2047,soy,noirr,686,-0.336652925013008
MPI-ESM1-2-HR,ssp585,2047,swh,firr,686,-0.466789905053662
MPI-ESM1-2-HR,ssp585,2047,swh,noirr,686,-0.447782838110654
MPI-ESM1-2-HR,ssp585,2047,wwh,firr,686,-0.61295334107081
MPI-ESM1-2-HR,ssp585,2047,wwh,noirr,686,-0.499345145236789
MPI-ESM1-2-HR,ssp585,2048,mai,firr,686,-0.32164421760212
MPI-ESM1-2-HR,ssp585,2048,mai,noirr,686,-0.326901957434571
MPI-ESM1-2-HR,ssp585,2048,ri1,firr,686,-0.513749720842138
MPI-ESM1-2-HR,ssp585,2048,ri1,noirr,686,-0.513749720842138
MPI-ESM1-2-HR,ssp585,2048,ri2,firr,408,-0.264210035173405
MPI-ESM1-2-HR,ssp585,2048,ri2,noirr,408,-0.264210035173405
MPI-ESM1-2-HR,ssp585,2048,soy,firr,686,-0.458090654530428
MPI-ESM1-2-HR,ssp585,2048,soy,noirr,686,-0.35648857504255
MPI-ESM1-2-HR,ssp585,2048,swh,firr,686,-0.468589529180569
MPI-ESM1-2-HR,ssp585,2048,swh,noirr,686,-0.461276386746029
MPI-ESM1-2-HR,ssp585,2048,wwh,firr,686,-0.594930371709661
MPI-ESM1-2-HR,ssp585,2048,wwh,noirr,686,-0.464031691965248
MPI-ESM1-2-HR,ssp585,2049,mai,firr,686,-0.340044592796015
MPI-ESM1-2-HR,ssp585,2049,mai,noirr,686,-0.346059039529776
MPI-ESM1-2-HR,ssp585,2049,ri1,firr,686,-0.511024192995696
MPI-ESM1-2-HR,ssp585,2049,ri1,noirr,686,-0.511024192995696
MPI-ESM1-2-HR,ssp585,2049,ri2,firr,408,-0.270866652593889
MPI-ESM1-2-HR,ssp585,2049,ri2,noirr,408,-0.270866652593889
MPI-ESM1-2-HR,ssp585,2049,soy,firr,686,-0.463537037411096
MPI-ESM1-2-HR,ssp585,2049,soy,noirr,686,-0.364940135393162
MPI-ESM1-2-HR,ssp585,2049,swh,firr,686,-0.501258668823801
MPI-ESM1-2-HR,ssp585,2049,swh,noirr,686,-0.485264079112191
MPI-ESM1-2-HR,ssp585,2049,wwh,firr,686,-0.574357406198621
MPI-ESM1-2-HR,ssp585,2049,wwh,noirr,686,-0.460192118957679
MRI-ESM2-0,ssp126,2042,mai,firr,686,-0.547969578519113
MRI-ESM2-0,ssp126,2042,mai,noirr,686,-0.538802591150084
MRI-ESM2-0,ssp126,2042,ri1,firr,686,-0.560936996732872
MRI-ESM2-0,ssp126,2042,ri1,noirr,686,-0.560936996732872
MRI-ESM2-0,ssp126,2042,ri2,firr,408,-0.570593587346954
MRI-ESM2-0,ssp126,2042,ri2,noirr,408,-0.570593587346954
MRI-ESM2-0,ssp126,2042,soy,firr,686,-0.578856628398403
MRI-ESM2-0,ssp126,2042,soy,noirr,686,-0.558994673008273
MRI-ESM2-0,ssp126,2042,swh,firr,686,-0.656587998421045
MRI-ESM2-0,ssp126,2042,swh,noirr,686,-0.658366153134465
MRI-ESM2-0,ssp126,2042,wwh,firr,686,-0.739032183247975
MRI-ESM2-0,ssp126,2042,wwh,noirr,686,-0.703833917492597
MRI-ESM2-0,ssp126,2043,mai,firr,686,-0.551620565978931
MRI-ESM2-0,ssp126,2043,mai,noirr,686,-0.548714829696481
MRI-ESM2-0,ssp126,2043,ri1,firr,686,-0.568508675452799
MRI-ESM2-0,ssp126,2043,ri1,noirr,686,-0.568508675452799
MRI-ESM2-0,ssp126,2043,ri2,firr,408,-0.556936942493376
MRI-ESM2-0,ssp126,2043,ri2,noirr,408,-0.556936942493376
MRI-ESM2-0,ssp126,2043,soy,firr,686,-0.588908323491751
MRI-ESM2-0,ssp126,2043,soy,noirr,686,-0.572263658431641
MRI-ESM2-0,ssp126,2043,swh,firr,686,-0.659549520077027
MRI-ESM2-0,ssp126,2043,swh,noirr,686,-0.661463585550686
MRI-ESM2-0,ssp126,2043,wwh,firr,686,-0.736710305907244
MRI-ESM2-0,ssp126,2043,wwh,noirr,686,-0.69278185393591
MRI-ESM2-0,ssp126,2044,mai,firr,686,-0.565528640338199
MRI-ESM2-0,ssp126,2044,mai,noirr,686,-0.561721376877479
MRI-ESM2-0,ssp126,2044,ri1,firr,686,-0.585930634743119
MRI-ESM2-0,ssp126,2044,ri1,noirr,686,-0.585930634743119
MRI-ESM2-0,ssp126,2044,ri2,firr,408,-0.57085696392556
MRI-ESM2-0,ssp126,2044,ri2,noirr,408,-0.57085696392556
MRI-ESM2-0,ssp126,2044,soy,firr,686,-0.596024183218011
MRI-ESM2-0,ssp126,2044,soy,noirr,686,-0.579905823226286
MRI-ESM2-0,ssp126,2044,swh,firr,686,-0.673856630688464
MRI-ESM2-0,ssp126,2044,swh,noirr,686,-0.680644512887604
MRI-ESM2-0,ssp126,2044,wwh,firr,686,-0.733667731834589
MRI-ESM2-0,ssp126,2044,wwh,noirr,686,-0.696849746273031
MRI-ESM2-0,ssp126,2045,mai,firr,686,-0.543017369762768
MRI-ESM2-0,ssp126,2045,mai,noirr,686,-0.535190586907988
MRI-ESM2-0,ssp126,2045,ri1,firr,686,-0.578490320653453
MRI-ESM2-0,ssp126,2045,ri1,noirr,686,-0.578490320653453
MRI-ESM2-0,ssp126,2045,ri2,firr,408,-0.558511925153421
MRI-ESM2-0,ssp126,2045,ri2,noirr,408,-0.558511925153421
MRI-ESM2-0,ssp126,2045,soy,firr,686,-0.590279019215601
MRI-ESM2-0,ssp126,2045,soy,noirr,686,-0.569084622073673
MRI-ESM2-0,ssp126,2045,swh,firr,686,-0.663249608656249
MRI-ESM2-0,ssp126,2045,swh,noirr,686,-0.669650286880053
MRI-ESM2-0,ssp126,2045,wwh,firr,686,-0.728805370254169
MRI-ESM2-0,ssp126,2045,wwh,noirr,686,-0.690150912522878
MRI-ESM2-0,ssp126,2046,mai,firr,686,-0.538801651168808
MRI-ESM2-0,ssp126,2046,mai,noirr,686,-0.532413037855702
MRI-ESM2-0,ssp126,2046,ri1,firr,686,-0.579790229858438
MRI-ESM2-0,ssp126,2046,ri1,noirr,686,-0.579790229858438
MRI-ESM2-0,ssp126,2046,ri2,firr,408,-0.584147789703966
MRI-ESM2-0,ssp126,2046,ri2,noirr,408,-0.584147789703966
MRI-ESM2-0,ssp126,2046,soy,firr,686,-0.594549809473388
MRI-ESM2-0,ssp126,2046,soy,noirr,686,-0.569966143923688
MRI-ESM2-0,ssp126,2046,swh,firr,686,-0.658185747378426
MRI-ESM2-0,ssp126,2046,swh,noirr,686,-0.657320430992977
MRI-ESM2-0,ssp126,2046,wwh,firr,686,-0.730617379837139
MRI-ESM2-0,ssp126,2046,wwh,noirr,686,-0.706291677718246
MRI-ESM2-0,ssp126,2047,mai,firr,686,-0.553100384396098
MRI-ESM2-0,ssp126,2047,mai,noirr,686,-0.54599762602411
MRI-ESM2-0,ssp126,2047,ri1,firr,686,-0.594424487733844
MRI-ESM2-0,ssp126,2047,ri1,noirr,686,-0.594424487733844
MRI-ESM2-0,ssp126,2047,ri2,firr,408,-0.598940046003512
MRI-ESM2-0,ssp126,2047,ri2,noirr,408,-0.598940046003512
MRI-ESM2-0,ssp126,2047,soy,firr,686,-0.608665211142454
MRI-ESM2-0,ssp126,2047,soy,noirr,686,-0.582476337579777
MRI-ESM2-0,ssp126,2047,swh,firr,686,-0.664996222957818
MRI-ESM2-0,ssp126,2047,swh,noirr,686,-0.659267045658348
MRI-ESM2-0,ssp126,2047,wwh,firr,686,-0.720070126995729
MRI-ESM2-0,ssp126,2047,wwh,noirr,686,-0.690858845529185
MRI-ESM2-0,ssp126,2048,mai,firr,686,-0.557849971998751
MRI-ESM2-0,ssp126,2048,mai,noirr,686,-0.550249996840445
MRI-ESM2-0,ssp126,2048,ri1,firr,686,-0.60402519325191
MRI-ESM2-0,ssp126,2048,ri1,noirr,686,-0.60402519325191
MRI-ESM2-0,ssp126,2048,ri2,firr,408,-0.600818943661207
MRI-ESM2-0,ssp126,2048,ri2,noirr,408,-0.600818943661207
MRI-ESM2-0,ssp126,2048,soy,firr,686,-0.606457376883679
MRI-ESM2-0,ssp126,2048,soy,noirr,686,-0.579121493890512
MRI-ESM2-0,ssp126,2048,swh,firr,686,-0.66141246302724
MRI-ESM2-0,ssp126,2048,swh,noirr,686,-0.666049396483625
MRI-ESM2-0,ssp126,2048,wwh,firr,686,-0.715187915620983
MRI-ESM2-0,ssp126,2048,wwh,noirr,686,-0.684469962256556
MRI-ESM2-0,ssp126,2049,mai,firr,686,-0.546144618974645
MRI-ESM2-0,ssp126,2049,mai,noirr,686,-0.539962799144796
MRI-ESM2-0,ssp126,2049,ri1,firr,686,-0.612541465855893
MRI-ESM2-0,ssp126,2049,ri1,noirr,686,-0.612541465855893
MRI-ESM2-0,ssp126,2049,ri2,firr,408,-0.599106414695795
MRI-ESM2-0,ssp126,2049,ri2,noirr,408,-0.599106414695795
MRI-ESM2-0,ssp126,2049,soy,firr,686,-0.616249030009843
MRI-ESM2-0,ssp126,2049,soy,noirr,686,-0.587797940827325
MRI-ESM2-0,ssp126,2049,swh,firr,686,-0.664700387202647
MRI-ESM2-0,ssp126,2049,swh,noirr,686,-0.668150385790176
MRI-ESM2-0,ssp126,2049,wwh,firr,686,-0.725624401382217
MRI-ESM2-0,ssp126,2049,wwh,noirr,686,-0.688093625759847
MRI-ESM2-0,ssp370,2042,mai,firr,686,-0.558305373325714
MRI-ESM2-0,ssp370,2042,mai,noirr,686,-0.562271109586447
MRI-ESM2-0,ssp370,2042,ri1,firr,686,-0.612241561247488
MRI-ESM2-0,ssp370,2042,ri1,noirr,686,-0.612241561247488
MRI-ESM2-0,ssp370,2042,ri2,firr,408,-0.578741149258526
MRI-ESM2-0,ssp370,2042,ri2,noirr,408,-0.578741149258526
MRI-ESM2-0,ssp370,2042,soy,firr,686,-0.62929380575206
MRI-ESM2-0,ssp370,2042,soy,noirr,686,-0.59336701188807
MRI-ESM2-0,ssp370,2042,swh,firr,686,-0.659892655193918
MRI-ESM2-0,ssp370,2042,swh,noirr,686,-0.641447425217932
MRI-ESM2-0,ssp370,2042,wwh,firr,686,-0.703266866024278
MRI-ESM2-0,ssp370,2042,wwh,noirr,686,-0.665504655017819
MRI-ESM2-0,ssp370,2043,mai,firr,686,-0.55377901811644
MRI-ESM2-0,ssp370,2043,mai,noirr,686,-0.557440429327929
MRI-ESM2-0,ssp370,2043,ri1,firr,686,-0.619323899420312
MRI-ESM2-0,ssp370,2043,ri1,noirr,686,-0.619323899420312
MRI-ESM2-0,ssp370,2043,ri2,firr,408,-0.582947824628023
MRI-ESM2-0,ssp370,2043,ri2,noirr,408,-0.582947824628023
MRI-ESM2-0,ssp370,2043,soy,firr,686,-0.624883834424414
MRI-ESM2-0,ssp370,2043,soy,noirr,686,-0.593629673840365
MRI-ESM2-0,ssp370,2043,swh,firr,686,-0.65304589162142
MRI-ESM2-0,ssp370,2043,swh,noirr,686,-0.636831432198295
MRI-ESM2-0,ssp370,2043,wwh,firr,686,-0.706229694316294
MRI-ESM2-0,ssp370,2043,wwh,noirr,686,-0.67218598858984
MRI-ESM2-0,ssp370,2044,mai,firr,686,-0.555995725947194
MRI-ESM2-0,ssp370,2044,mai,noirr,686,-0.560500685897754
MRI-ESM2-0,ssp370,2044,ri1,firr,686,-0.613350582899409
MRI-ESM2-0,ssp370,2044,ri1,noirr,686,-0.613350582899409
MRI-ESM2-0,ssp370,2044,ri2,firr,408,-0.604382216477237
MRI-ESM2-0,ssp370,2044,ri2,noirr,408,-0.604382216477237
MRI-ESM2-0,ssp370,2044,soy,firr,686,-0.627295229971647
MRI-ESM2-0,ssp370,2044,soy,noirr,686,-0.596494842835568
MRI-ESM2-0,ssp370,2044,swh,firr,686,-0.662543981324021
MRI-ESM2-0,ssp370,2044,swh,noirr,686,-0.651203656010754
MRI-ESM2-0,ssp370,2044,wwh,firr,686,-0.725985591678927
MRI-ESM2-0,ssp370,2044,wwh,noirr,686,-0.690351255991702
MRI-ESM2-0,ssp370,2045,mai,firr,686,-0.554534445277804
MRI-ESM2-0,ssp370,2045,mai,noirr,686,-0.560464778234644
MRI-ESM2-0,ssp370,2045,ri1,firr,686,-0.626765253077375
MRI-ESM2-0,ssp370,2045,ri1,noirr,686,-0.626765253077375
MRI-ESM2-0,ssp370,2045,ri2,firr,408,-0.605885565527264
MRI-ESM2-0,ssp370,2045,ri2,noirr,408,-0.605885565527264
MRI-ESM2-0,ssp370,2045,soy,firr,686,-0.637973114389383
MRI-ESM2-0,ssp370,2045,soy,noirr,686,-0.60298713548175
MRI-ESM2-0,ssp370,2045,swh,firr,686,-0.664581586679245
MRI-ESM2-0,ssp370,2045,swh,noirr,686,-0.645998872402466
MRI-ESM2-0,ssp370,2045,wwh,firr,686,-0.71508363213017
MRI-ESM2-0,ssp370,2045,wwh,noirr,686,-0.686265667909715
MRI-ESM2-0,ssp370,2046,mai,firr,686,-0.547699671479325
MRI-ESM2-0,ssp370,2046,mai,noirr,686,-0.55298904077627
MRI-ESM2-0,ssp370,2046,ri1,firr,686,-0.619717611453897
MRI-ESM2-0,ssp370,2046,ri1,noirr,686,-0.619717611453897
MRI-ESM2-0,ssp370,2046,ri2,firr,408,-0.606118015941767
MRI-ESM2-0,ssp370,2046,ri2,noirr,408,-0.606118015941767
MRI-ESM2-0,ssp370,2046,soy,firr,686,-0.640998222040818
MRI-ESM2-0,ssp370,2046,soy,noirr,686,-0.59997816174499
MRI-ESM2-0,ssp370,2046,swh,firr,686,-0.662603710566684
MRI-ESM2-0,ssp370,2046,swh,noirr,686,-0.647467631421235
MRI-ESM2-0,ssp370,2046,wwh,firr,686,-0.69798001840868
MRI-ESM2-0,ssp370,2046,wwh,noirr,686,-0.676374396900782
MRI-ESM2-0,ssp370,2047,mai,firr,686,-0.557044753068707
MRI-ESM2-0,ssp370,2047,mai,noirr,686,-0.560779368058065
MRI-ESM2-0,ssp370,2047,ri1,firr,686,-0.617922921686471
MRI-ESM2-0,ssp370,2047,ri1,noirr,686,-0.617922921686471
MRI-ESM2-0,ssp370,2047,ri2,firr,408,-0.62418766492609
MRI-ESM2-0,ssp370,2047,ri2,noirr,408,-0.62418766492609
MRI-ESM2-0,ssp370,2047,soy,firr,686,-0.641768132154282
MRI-ESM2-0,ssp370,2047,soy,noirr,686,-0.602672757241856
MRI-ESM2-0,ssp370,2047,swh,firr,686,-0.667623727448944
MRI-ESM2-0,ssp370,2047,swh,noirr,686,-0.652539152978673
MRI-ESM2-0,ssp370,2047,wwh,firr,686,-0.693202891142726
MRI-ESM2-0,ssp370,2047,wwh,noirr,686,-0.678399697959387
MRI-ESM2-0,ssp370,2048,mai,firr,686,-0.551492299942988
MRI-ESM2-0,ssp370,2048,mai,noirr,686,-0.557571641339783
MRI-ESM2-0,ssp370,2048,ri1,firr,686,-0.618727560837138
MRI-ESM2-0,ssp370,2048,ri1,noirr,686,-0.618727560837138
MRI-ESM2-0,ssp370,2048,ri2,firr,408,-0.608959618910958
MRI-ESM2-0,ssp370,2048,ri2,noirr,408,-0.608959618910958
MRI-ESM2-0,ssp370,2048,soy,firr,686,-0.637239829463972
MRI-ESM2-0,ssp370,2048,soy,noirr,686,-0.599186944060834
MRI-ESM2-0,ssp370,2048,swh,firr,686,-0.658237885348935
MRI-ESM2-0,ssp370,2048,swh,noirr,686,-0.642068668786287
MRI-ESM2-0,ssp370,2048,wwh,firr,686,-0.678989483485872
MRI-ESM2-0,ssp370,2048,wwh,noirr,686,-0.660609721152996
MRI-ESM2-0,ssp370,2049,mai,firr,686,-0.552198157139654
MRI-ESM2-0,ssp370,2049,mai,noirr,686,-0.559642721012266
MRI-ESM2-0,ssp370,2049,ri1,firr,686,-0.620887040350119
MRI-ESM2-0,ssp370,2049,ri1,noirr,686,-0.620887040350119
MRI-ESM2-0,ssp370,2049,ri2,firr,408,-0.571487950934286
MRI-ESM2-0,ssp370,2049,ri2,noirr,408,-0.571487950934286
MRI-ESM2-0,ssp370,2049,soy,firr,686,-0.637294489337071
MRI-ESM2-0,ssp370,2049,soy,noirr,686,-0.605127685871053
MRI-ESM2-0,ssp370,2049,swh,firr,686,-0.661178529430592
MRI-ESM2-0,ssp370,2049,swh,noirr,686,-0.644198671813952
MRI-ESM2-0,ssp370,2049,wwh,firr,686,-0.660502634855277
MRI-ESM2-0,ssp370,2049,wwh,noirr,686,-0.645719769783618
