"scenario","dr_label","prtp","eta","trial","scc_2020usd_per_tco2"
"baseline","3.0%",0.007732453194507549,1.567899391,90,-2.471933764167923
"baseline","3.0%",0.007732453194507549,1.567899391,91,33.21512273323662
"baseline","3.0%",0.007732453194507549,1.567899391,92,56.114668802015245
"baseline","3.0%",0.007732453194507549,1.567899391,93,149.78289562174385
"baseline","3.0%",0.007732453194507549,1.567899391,94,80.226728906881
"baseline","3.0%",0.007732453194507549,1.567899391,95,73.51847247804838
"baseline","3.0%",0.007732453194507549,1.567899391,96,103.01024873093708
"baseline","3.0%",0.007732453194507549,1.567899391,97,6.4016917436908445
"baseline","3.0%",0.007732453194507549,1.567899391,98,75.33489667481219
"baseline","3.0%",0.007732453194507549,1.567899391,99,156.23356798926523
"baseline","3.0%",0.007732453194507549,1.567899391,100,29.8465035892136
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,1,349.1506820002344
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,2,575.8136284662944
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,3,350.1353709506803
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,4,276.8460359959846
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,5,602.5269435334499
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,6,250.0087398568376
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,7,221.88605179247725
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,8,595.4599936911844
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,9,222.40475800181363
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,10,131.65646667773922
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,11,1130.892371330929
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,12,385.2261985265701
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,13,305.6630911064267
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,14,216.28807933324666
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,15,99.65099461197043
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,16,288.737575662317
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,17,126.08294965646411
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,18,411.42335929185134
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,19,281.96148214643574
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,20,342.46970549590253
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,21,385.61002173338244
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,22,87.69702388183796
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,23,205.81979154627638
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,24,625.0138135463118
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,25,350.9674768392821
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,26,69.39286103068474
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,27,204.30790252500023
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,28,255.67602444831795
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,29,385.7465975651408
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,30,170.18896576902335
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,31,190.73869131827414
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,32,200.29629416950834
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,33,201.1175422859944
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,34,287.7320796492519
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,35,361.4407854964153
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,36,120.63531785064148
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,37,295.64812363043455
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,38,486.3345469276324
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,39,174.33085148558908
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,40,258.16558694442807
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,41,530.5045956107043
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,42,434.0080521736006
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,43,235.05732772559708
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,44,1055.7860416840178
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,45,318.1266347041643
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,46,144.66795089241285
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,47,236.37098512770734
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,48,131.3662169369124
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,49,279.4943095776159
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,50,209.97326012674546
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,51,217.50934578698488
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,52,354.57000237113596
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,53,222.75452116344937
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,54,87.55557109588895
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,55,495.4458408983087
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,56,469.0417555066205
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,57,282.33378016483607
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,58,168.84394454564577
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,59,629.5736253157944
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,60,731.0785115761319
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,61,295.81824372678585
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,62,248.74375686385767
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,63,314.30114575179107
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,64,277.3811988445081
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,65,53.844548605154884
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,66,148.57837852136396
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,67,382.5813105587843
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,68,919.58592013263
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,69,196.60098323422807
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,70,266.3668679748883
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,71,196.6246311402676
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,72,865.4596931344446
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,73,357.2973070124936
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,74,205.94653639791912
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,75,348.8732680093232
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,76,303.3984047349917
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,77,430.02177595439736
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,78,188.73183775848395
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,79,475.90851355529685
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,80,252.13855971042722
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,81,174.83386949372675
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,82,301.78295510371953
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,83,201.43246294381336
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,84,222.61260961517223
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,85,676.1453894732042
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,86,727.927465150725
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,87,329.75687203943676
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,88,194.23715541230266
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,89,398.1620793992534
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,90,17.95810375041741
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,91,176.61757991626564
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,92,284.9814360113107
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,93,418.65691270925805
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,94,247.27385240350395
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,95,258.08642124348137
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,96,337.2227312222997
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,97,106.4447107063635
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,98,397.0124485006349
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,99,626.25087701794
"feedback-residual-medium","1.5%",9.150024589210659e-5,1.01601,100,172.82835112154282
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,1,150.2809879597689
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,2,228.66058069331655
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,3,77.40298333921882
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,4,94.84768164217805
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,5,220.6968208701041
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,6,126.14783561208154
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,7,48.95216247473769
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,8,390.6310027717814
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,9,80.3317278308436
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,10,27.7526100420828
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,11,422.72404850611235
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,12,128.16782980764756
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,13,90.83746917864337
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,14,51.85381989225242
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,15,12.744356024016849
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,16,80.15759199473402
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,17,33.84117294223283
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,18,215.09511445000712
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,19,80.44549645246734
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,20,157.79605473062634
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,21,216.81794543502357
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,22,31.391003494416793
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,23,32.132862951689425
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,24,262.0543680118208
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,25,112.24649468137879
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,26,7.992123673812282
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,27,100.02126064251964
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,28,78.9135723623755
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,29,147.50759910900075
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,30,51.15205512421977
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,31,50.61171099543593
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,32,112.93567303565949
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,33,80.94299543388355
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,34,52.71107583983074
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,35,145.5166664724505
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,36,44.589414440047136
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,37,125.78393001092336
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,38,243.50977707847625
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,39,85.9756953323866
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,40,117.34289335041434
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,41,165.87456642943198
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,42,122.35146798086578
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,43,70.40461193037495
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,44,516.1781169136185
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,45,77.02530347942269
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,46,32.016511865936664
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,47,85.51120434292883
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,48,81.19493750151806
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,49,56.54161667719004
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,50,93.24811353320487
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,51,103.03254185690669
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,52,160.6827437509105
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,53,68.36091231581153
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,54,7.9580290272695455
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,55,251.71442961068104
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,56,235.4968005706847
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,57,58.81177553007485
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,58,53.47084248206049
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,59,238.48948870293592
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,60,254.68061958717772
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,61,119.47301424960844
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,62,39.25232899889368
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,63,200.20384137206082
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,64,101.0146533906166
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,65,4.841552270220451
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,66,54.769881128285434
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,67,131.24673282271485
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,68,905.224644979686
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,69,60.522482910730595
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,70,102.86241830010106
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,71,58.57117115671192
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,72,259.0161437175851
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,73,150.55288746992034
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,74,42.444850446532655
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,75,121.78984069496454
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,76,87.13338839480551
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,77,133.23253524731365
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,78,82.06566313286017
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,79,138.65073417741314
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,80,96.00250123269821
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,81,57.22104502024574
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,82,97.91388302331758
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,83,61.96257761022274
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,84,85.34210746676213
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,85,302.02239817846385
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,86,303.60338406149805
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,87,123.40344637675742
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,88,67.33682824871646
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,89,123.404682436315
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,90,0.41666538029107186
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,91,52.75187971679846
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,92,93.28153694910114
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,93,200.0163030924188
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,94,118.92828829389356
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,95,100.72920517650773
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,96,148.81571883133455
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,97,12.877001976854192
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,98,116.65221873766444
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,99,238.52760122156502
"feedback-residual-medium","2.5%",0.004629467024013456,1.421158088,100,49.396530978139346
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,1,220.5697782420573
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,2,364.21029231869244
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,3,144.88819545181107
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,4,156.12086826583385
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,5,375.34746868160613
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,6,179.79946398594302
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,7,93.48225106417422
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,8,515.4947228743595
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,9,129.91317674486993
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,10,54.48179199096156
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,11,698.6449573416088
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,12,222.6144949757522
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,13,161.17145277512324
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,14,98.76120889737426
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,15,33.67707717809037
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,16,144.9022480434718
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,17,66.98618956685155
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,18,308.4782340624588
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,19,131.37936767015896
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,20,227.9855724972296
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,21,297.25216100246644
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,22,52.53323531367402
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,23,76.2016212141799
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,24,392.1700330209645
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,25,199.71819732543048
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,26,24.227944151298416
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,27,139.35705137926294
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,28,133.52843235291238
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,29,234.48268905439593
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,30,91.5039895699219
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,31,94.21991353831928
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,32,149.19356851843335
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,33,124.11782179005884
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,34,108.54637580317315
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,35,232.0435919421959
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,36,67.54766599967576
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,37,187.98499116461247
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,38,338.45543801825835
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,39,121.42929639000103
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,40,177.59886354428573
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,41,301.3700811204916
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,42,211.662281614726
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,43,114.54335667229061
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,44,758.3605599426379
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,45,153.93568263146415
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,46,60.696865328054265
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,47,136.13244606193715
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,48,106.05943100146789
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,49,104.74034159064774
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,50,137.48995255721968
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,51,150.13945654900394
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,52,228.33077854871522
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,53,115.91132120516072
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,54,27.97666983695295
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,55,354.97578716903234
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,56,337.35679247887725
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,57,114.7753901781349
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,58,94.57554428455585
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,59,371.59957237483553
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,60,432.4083274735569
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,61,181.3198007487924
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,62,74.49989459819894
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,63,261.0880533858135
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,64,159.14857549270738
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,65,16.91779136122457
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,66,85.28359301555567
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,67,215.55775678417947
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,68,1003.4802567275466
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,69,99.24552557128817
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,70,157.1187000092958
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,71,95.07391096567801
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,72,472.9581848560641
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,73,226.5689797035708
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,74,79.60812890446267
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,75,203.2911271015198
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,76,165.02840328717153
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,77,239.5448616027239
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,78,127.92938479109387
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,79,235.53742006560714
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,80,155.93151783452709
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,81,99.81564847185389
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,82,169.93369996819897
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,83,109.43672878597235
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,84,145.17736767463936
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,85,439.315907161304
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,86,464.8245534677664
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,87,197.69194429839553
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,88,113.11974317599153
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,89,216.59950640691093
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,90,6.506343392463399
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,91,91.90553928274149
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,92,161.81221685348086
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,93,280.1468123902148
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,94,175.32561531871548
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,95,151.5001161282718
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,96,222.6241467486084
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,97,29.41885561869125
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,98,201.9420046932517
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,99,384.6842904616573
"feedback-residual-medium","2.0%",0.0019745879362491614,1.244458999,100,88.04102739021496
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,1,110.0322276696757
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,2,149.86403871330774
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,3,49.63722514628755
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,4,62.64133449057527
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,5,130.39327970792607
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,6,89.70885349813258
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,7,30.367199182350063
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,8,276.1916832396315
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,9,52.62223523666117
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,10,16.58741880477425
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,11,264.9863836835982
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,12,76.907900383933
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,13,55.29980419695739
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,14,29.951623433674083
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,15,4.9935761383507975
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,16,49.21289883733157
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,17,16.17429272953084
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,18,147.68723581793284
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,19,56.63266699828071
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,20,114.29918652282271
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,21,156.24488498277051
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,22,18.842694778266043
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,23,14.914980491792685
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,24,188.72237757214288
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,25,64.90546918067561
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,26,1.5929697186279435
