"scenario","dr_label","prtp","eta","trial","scc_2020usd_per_tco2"
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,27,74.01659721344691
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,28,51.29333254157248
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,29,98.95847288359118
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,30,30.431633367457017
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,31,30.177935132087217
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,32,87.81140059787897
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,33,56.232804357292615
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,34,30.5349403026651
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,35,92.45158523308734
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,36,32.78899768565234
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,37,89.75008320639236
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,38,182.3423456354359
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,39,62.70500779212466
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,40,77.95092582473461
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,41,91.98865315374474
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,42,79.93686754542618
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,43,49.850053018233204
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,44,350.30970522730496
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,45,40.55922475946363
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,46,19.640805059430768
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,47,58.30988776954672
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,48,61.187942815933795
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,49,37.10005742912722
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,50,66.47539689015012
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,51,71.90250901825155
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,52,119.72383045018711
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,53,44.173073517599
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,54,0.2442857408964189
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,55,183.17859461756262
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,56,166.59223506311542
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,57,35.67238566958387
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,58,30.863537331444025
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,59,164.18312418204277
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,60,155.7493820684977
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,61,83.10785588464611
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,62,26.270904722355024
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,63,149.6956470442974
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,64,69.86578435247516
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,65,0.3554958765326
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,66,38.31162564139364
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,67,86.73362944586552
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,68,742.0938090132496
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,69,41.546334190026364
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,70,73.45412701543448
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,71,41.6268044106707
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,72,150.4181183103074
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,73,105.33246059148487
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,74,27.51994176100636
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,75,77.09103199209036
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,76,46.100878442993675
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,77,77.61314203945483
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,78,52.433294296005336
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,79,92.45165823429484
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,80,61.741008745450785
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,81,33.74196835860961
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,82,59.17588696684481
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,83,37.41819215975909
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,84,48.155857798484575
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,85,218.98118775313336
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,86,206.88702380188596
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,87,80.93692473740047
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,88,42.24295258374519
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,89,76.09177268848374
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,90,-2.465177099936687
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,91,33.27142268437974
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,92,56.254028339921256
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,93,150.01961264779442
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,94,80.352147755442
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,95,73.64921243172451
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,96,103.14682183181303
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,97,6.412488680950035
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,98,75.45918502792273
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,99,156.52658152060667
"feedback-residual-medium","3.0%",0.007732453194507549,1.567899391,100,29.872809698428714
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,1,356.4831244866414
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,2,616.7274766967957
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,3,370.5637633476686
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,4,282.1352742031166
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,5,741.4502762076844
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,6,266.05548434110466
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,7,230.1809774699796
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,8,616.9928751317042
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,9,226.96891673418014
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,10,137.61469516381237
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,11,1173.6603474559424
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,12,406.0710593864606
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,13,324.99290182219227
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,14,229.37899983218094
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,15,107.3608304252733
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,16,297.55402857212687
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,17,133.18957182027523
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,18,426.61294891510573
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,19,301.17686206115
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,20,350.33476147241197
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,21,416.7838020453894
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,22,89.56187452993079
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,23,232.53115642772914
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,24,664.5080571681458
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,25,371.23893965398594
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,26,70.91730968021588
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,27,216.83387307659305
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,28,265.2628470191071
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,29,403.18252694525324
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,30,173.9047014498685
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,31,198.16891819519054
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,32,203.85486469507444
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,33,208.16388269293194
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,34,296.5786954924377
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,35,377.2814825489088
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,36,125.36803773655144
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,37,300.0978361695047
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,38,503.30642807678856
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,39,179.77192620224287
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,40,323.7481317007821
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,41,577.5926859264646
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,42,457.9042102306556
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,43,241.1323267437335
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,44,1071.5760408908493
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,45,342.0030382456301
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,46,154.72703009900337
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,47,248.5084529480109
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,48,138.07316373201652
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,49,293.1281156811508
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,50,221.8831712923959
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,51,224.18071663421046
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,52,380.6072145356978
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,53,232.96881308227285
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,54,90.71403314266857
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,55,579.357822677052
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,56,506.0448868920339
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,57,293.21197507615335
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,58,176.90521704971104
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,59,649.8311465162307
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,60,794.172954417915
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,61,310.80878920549566
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,62,253.82109538346165
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,63,329.4928214620425
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,64,295.4921103250232
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,65,56.86027851543912
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,66,152.2419934840602
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,67,409.0703229857779
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,68,1003.8488144733092
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,69,199.83765090342396
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,70,271.7455267268319
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,71,203.53134833721788
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,72,985.6859761221814
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,73,383.12314493548604
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,74,219.733099115176
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,75,366.0755273377258
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,76,315.5099426370579
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,77,467.62907792222256
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,78,196.628603216842
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,79,493.5853657630965
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,80,265.377171314171
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,81,182.42893440859135
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,82,318.1046735714209
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,83,209.9293688063844
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,84,231.79218400870437
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,85,693.4757856454677
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,86,756.8754169383482
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,87,350.8740953812545
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,88,198.5082133118656
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,89,411.55865353293495
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,90,19.26214978417173
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,91,187.50259194913585
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,92,297.3768821402403
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,93,436.5492125229259
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,94,262.9973344546127
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,95,263.5546157659835
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,96,343.9956822633703
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,97,111.93255831215316
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,98,450.32844304860663
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,99,647.594318822532
"feedback-residual-high","1.5%",9.150024589210659e-5,1.01601,100,175.79503331945446
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,1,152.76704350544665
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,2,240.93370812597564
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,3,79.68687057239423
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,4,96.46157628817674
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,5,265.22091678231527
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,6,132.96168057139022
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,7,50.21392348045695
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,8,403.5359984783448
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,9,81.70920310382378
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,10,28.68251778847459
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,11,436.4297794007277
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,12,134.14560207150888
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,13,95.18718970180718
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,14,54.2399969460489
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,15,13.605507336457238
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,16,82.41172765503934
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,17,35.775106522507286
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,18,222.78439274313612
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,19,83.02097144766427
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,20,160.89451710265956
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,21,232.30465506178547
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,22,31.91182468723106
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,23,35.1671513789854
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,24,272.5690803632447
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,25,117.8053565785762
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,26,8.223930309652713
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,27,104.91893275780217
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,28,80.8262004700374
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,29,152.71359924962843
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,30,52.12667221689131
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,31,52.15958137879516
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,32,114.75986771854096
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,33,83.14868585175722
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,34,53.79578353069735
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,35,150.8449441201778
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,36,45.74071614938667
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,37,127.40694702256084
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,38,248.791304319565
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,39,88.28249346585325
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,40,137.00538594041467
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,41,178.6403453439765
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,42,127.07562984655219
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,43,71.38315110225031
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,44,524.7123112910272
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,45,81.98810250845732
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,46,33.28547315926986
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,47,88.13277196533812
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,48,84.86319365975544
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,49,58.112078633645666
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,50,96.92101344400551
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,51,105.70917343720072
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,52,168.1641714959495
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,53,70.417127008565
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,54,8.733947650116464
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,55,283.93830983345566
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,56,250.679106173462
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,57,60.21565708694997
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,58,55.804723854057094
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,59,245.5800336666777
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,60,274.3392699401641
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,61,124.03796639892235
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,62,39.50538613321131
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,63,209.25573205119858
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,64,105.0261958199727
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,65,5.435142280511424
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,66,55.721087007026
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,67,137.74196448107892
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,68,985.9708526449327
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,69,61.22586692729408
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,70,104.67049620737245
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,71,59.63445487274748
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,72,288.8954231477293
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,73,159.1654999951635
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,74,43.94521135308625
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,75,126.47073353351048
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,76,90.33752497992641
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,77,142.98665097141003
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,78,85.20289365075207
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,79,142.4390963613481
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,80,99.77679938276023
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,81,59.46677151187773
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,82,102.35551257877977
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,83,64.00721746786732
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,84,88.78473695231547
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,85,306.1403930116439
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,86,314.70353367848367
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,87,129.7436250927704
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,88,68.44800653066409
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,89,126.63056831799811
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,90,0.7370764435473891
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,91,55.50662395169828
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,92,96.73086309729702
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,93,205.66529100731378
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,94,125.9915402755284
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,95,102.05471106568038
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,96,152.02701004300226
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,97,13.327238317446197
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,98,127.26296282480394
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,99,244.5331848769904
"feedback-residual-high","2.5%",0.004629467024013456,1.421158088,100,50.10810624031556
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,1,224.72124467278843
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,2,387.26643976362453
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,3,151.17991941260942
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,4,158.98162314970324
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,5,458.251187585764
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,6,190.4724141607792
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,7,96.45507236529664
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,8,532.7370827238224
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,9,132.36744282820644
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,10,56.62469440052814
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,11,723.5600892891937
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,12,233.97974286528034
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,13,170.15406099976997
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,14,103.98336480895202
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,15,36.07274155314663
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,16,149.21257586434012
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,17,70.74313336900829
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,18,319.7435732079217
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,19,137.32863573010505
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,20,232.8708473036148
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,21,319.95313803410073
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,22,53.50832904786088
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,23,84.79969296844075
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,24,412.40242735642903
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,25,210.57700621101947
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,26,24.794792263536255
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,27,146.83881074455658
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,28,137.5531299933453
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,29,244.04776327016248
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,30,93.39841972220624
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,31,97.51979000469484
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,32,151.73098116929572
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,33,128.00806741584927
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,34,111.34106549870911
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,35,241.45427557141235
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,36,69.71316369458663
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,37,190.6442911457555
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,38,347.7583335521375
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,39,124.95327753649151
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,40,214.54140455013174
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,41,326.4916719631991
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,42,221.4907578136116
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,43,116.6984742201744
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,44,770.5168047239134
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,45,164.70996087777382
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,46,63.858821884594995
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,47,141.64518690780574
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,48,111.13635065136401
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,49,108.5551159005829
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,50,144.0352846311617
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,51,154.3889504808071
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,52,241.43310491425223
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,53,120.18771405685035
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,54,29.39182486036097
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,55,407.9108046250401
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,56,361.69986971362226
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,57,118.30186774299109
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,58,98.89469244799376
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,59,383.6575893427973
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,60,468.5364955486121
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,61,189.2537729955654
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,62,75.32285346768877
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,63,273.36168157447514
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,64,167.3318576094566
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,65,18.127072601309195
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,66,87.06220342430494
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,67,228.548951424576
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,68,1096.5522966367055
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,69,100.61429214601144
